most abundant mass,monoisotopic mass,probability -1Da,probability 0Da,probability +1Da
12613.5228052547,12606.5045764723,0.200369344413666,0.797783933518006,0
43474.8863023001,43447.8193834519,0.15916955017301,0.480968858131488,0.307958477508651
36317.7672712656,36295.7112609824,0.244755244755245,0.613053613053613,0.1002331002331
34713.1974578454,34692.1440069322,0.294871794871795,0.523809523809524,0.10989010989011
41376.3531187299,41351.2891112721,0.250673854447439,0.563342318059299,0.129380053908356
8259.00555377771,8253.99361117278,0.12509534706331,0.624713958810069,0.250190694126621
45159.096141457,45131.0260945863,0.113695090439276,0.537467700258398,0.291989664082687
24427.4188933098,24412.3816775627,0.0379965457685665,0.644214162348877,0.310880829015544
46902.5429470283,46873.4706885262,0.0984126984126984,0.517460317460318,0.355555555555556
26075.342944381,26059.3032729978,0.0721830985915493,0.639084507042254,0.279929577464789
17000.7026968424,16990.6774129168,0.0806451612903226,0.886148007590133,0.032258064516129
12847.2864881614,12840.2679843695,0.221845893310754,0.66723116003387,0.109229466553768
56186.6395147203,56151.5523201113,0.218253968253968,0.448412698412698,0.273809523809524
11228.5063855307,11222.490282834,0.232084690553746,0.657980456026059,0.108306188925081
36687.4173516756,36665.361089327,0.319905213270142,0.516587677725118,0.0592417061611374
48034.0528925941,48004.9786987889,0.236065573770492,0.504918032786885,0.19344262295082
50862.7986743211,50831.7201532172,0.280821917808219,0.530821917808219,0.143835616438356
42102.4891168866,42076.4234160855,0.117493472584856,0.556135770234987,0.302872062663185
12402.1879775571,12395.169997398,0.099815157116451,0.898336414048059,0.000924214417744917
54304.2510207532,54271.1669550818,0.295454545454545,0.511363636363636,0.121212121212121
28584.6720095951,28567.6285187671,0.235294117647059,0.696394686907021,0.0588235294117647
12932.2762332238,12925.2576294464,0.183237469186524,0.66392769104355,0.151191454396056
18354.4913499071,18343.4638811703,0.0638075313807531,0.833682008368201,0.0993723849372385
49230.8484549045,49200.7726476521,0.230769230769231,0.580128205128205,0.125
25071.8062484006,25056.7680455568,0.152758132956153,0.780763790664781,0.057991513437058
46682.1362947499,46653.0644132252,0.154302670623145,0.448071216617211,0.367952522255193
54811.6233311696,54777.538591074,0.122529644268775,0.525691699604743,0.304347826086957
53188.1281177969,53155.0458212687,0.103896103896104,0.461038961038961,0.37012987012987
23756.4796360408,23742.4437401103,0.23836389280677,0.724964739069111,0.0282087447108604
50508.7757981182,50477.6978849907,0.166666666666667,0.586805555555556,0.197916666666667
21544.0224426383,21530.9901580461,0.0389189189189189,0.807567567567568,0.151351351351351
16548.0365079862,16538.0118782606,0.0244131455399061,0.763380281690141,0.209389671361502
32155.4961243998,32135.4468368738,0.168141592920354,0.566371681415929,0.243362831858407
33600.9846890532,33580.9332755968,0.263498920086393,0.555075593952484,0.151187904967603
47171.6590822689,47142.5863634781,0.142857142857143,0.580745341614907,0.254658385093168
49850.1955786546,49819.118796531,0.153333333333333,0.46,0.326666666666667
51529.0136072343,51496.9335337303,0.333333333333333,0.364066193853428,0.25531914893617
43777.8837360239,43750.8163007779,0.128939828080229,0.547277936962751,0.306590257879656
31193.7551068043,31174.7072155633,0.0927021696252465,0.656804733727811,0.242603550295858
49851.6239734705,49820.5471888938,0.153333333333333,0.46,0.326666666666667
39380.3532998818,39356.2926497359,0.165680473372781,0.6232741617357,0.183431952662722
31202.3553365157,31183.3074269337,0.0923076923076923,0.663461538461538,0.238461538461538
44371.9055797299,44344.8371320939,0.282539682539683,0.53968253968254,0.13968253968254
27711.958736692,27694.916538407,0.0737410071942446,0.629496402877698,0.289568345323741
16566.1709049988,16556.1462490651,0.0255198487712665,0.77882797731569,0.19187145557656
35372.8083492717,35350.7529833588,0.280388978930308,0.423014586709887,0.178282009724473
45115.0910497063,45087.0210513312,0.124031007751938,0.534883720930233,0.286821705426357
38898.5709090259,38874.5110235837,0.267515923566879,0.343949044585987,0.35828025477707
14609.7081996645,14600.6864966966,0.172743055555556,0.637152777777778,0.1875
17373.8281488394,17363.8023256672,0.248106060606061,0.745265151515151,0.00473484848484848
21764.103617046,21751.0709203389,0.100133511348465,0.829105473965287,0.0694259012016021
20771.3988774394,20759.3678598807,0.134453781512605,0.53109243697479,0.332212885154062
16517.3355825864,16507.3109972303,0.0232991612301957,0.749301025163094,0.222739981360671
48944.1904196812,48914.1150694682,0.153846153846154,0.584615384615385,0.230769230769231
17803.3605611178,17792.3339190407,0.186705767350929,0.602150537634409,0.207233626588465
18245.6393649707,18234.6120595047,0.0280082987551867,0.813278008298755,0.154564315352697
12412.4018665776,12405.3838744025,0.104972375690608,0.893186003683241,0.000920810313075506
24829.7833362572,24814.7455041531,0.0974770642201835,0.803899082568807,0.0951834862385321
38786.6423899426,38762.5826821577,0.245954692556634,0.331715210355987,0.396440129449838
19291.9832300166,19280.9543551039,0.230088495575221,0.616150442477876,0.150442477876106
12864.1040185073,12857.0854949306,0.219966159052453,0.664128595600677,0.114213197969543
50810.5716698659,50779.4932384533,0.277153558052434,0.539325842696629,0.142322097378277
55418.9054674753,55384.8196306739,0.202290076335878,0.488549618320611,0.209923664122137
46777.966812486,46748.8947670555,0.0958083832335329,0.464071856287425,0.410179640718563
37823.5252566612,37800.4671198814,0.135523613963039,0.706365503080082,0.131416837782341
30432.1699460932,30414.1230926243,0.271398747390397,0.536534446764092,0.169102296450939
42008.7982651118,41982.7327392264,0.101063829787234,0.523936170212766,0.345744680851064
13275.1890354771,13267.1693987085,0.0105949470252649,0.814180929095355,0.172779136104319
31729.7896071216,31710.7405727233,0.0967016491754123,0.85832083958021,0.0427286356821589
18090.4655502778,18079.4384775622,0.0176715176715177,0.741164241164241,0.235966735966736
37421.9862318716,37398.9287873917,0.0982142857142857,0.629464285714286,0.245535714285714
54566.4970234888,54532.4127260728,0.201520912547529,0.52851711026616,0.201520912547529
18564.0886151847,18553.0608320659,0.148261758691207,0.804703476482618,0.0460122699386503
42450.3221063048,42424.2557561182,0.482412060301508,0.38358458961474,0.117252931323283
35282.5393485407,35261.4848598902,0.30185497470489,0.436762225969646,0.123102866779089
24851.4228545711,24836.3849893188,0.100456621004566,0.804794520547945,0.091324200913242
50396.1041034277,50365.0263837954,0.128289473684211,0.578947368421053,0.243421052631579
17134.830095301,17124.8046175324,0.123019571295433,0.859273066169618,0.0177073625349487
35269.7236525234,35248.669187232,0.305882352941176,0.431932773109244,0.122689075630252
24046.038838345,24032.0025297646,0.267801857585139,0.597523219814242,0.120743034055728
30155.707966077,30137.6615846761,0.341030195381883,0.614564831261101,0.0301953818827709
15746.6932069941,15737.6699776098,0.235130111524164,0.757434944237918,0.00557620817843866
26181.8190416803,26165.7792184439,0.0788091068301226,0.68476357267951,0.229422066549912
19598.1801028477,19586.1506431217,0.0133495145631068,0.683252427184466,0.300970873786408
13016.3993658116,13008.3800505164,0.141849529780564,0.681034482758621,0.176332288401254
42905.8346597492,42879.7674591451,0.521335807050093,0.398886827458256,0.0742115027829314
34245.8640111641,34224.8114120577,0.134892086330935,0.482014388489209,0.372302158273381
12062.4014503643,12055.3838699445,0.0278276481149013,0.949730700179533,0.0224416517055655
35235.1431862726,35214.0887840109,0.305882352941176,0.436974789915966,0.104201680672269
43911.1752078142,43884.1075453999,0.146551724137931,0.545977011494253,0.28735632183908
32528.0775020481,32508.0276665537,0.100616016427105,0.564681724845996,0.328542094455852
23431.3368868041,23417.3014542334,0.126676602086438,0.81371087928465,0.0581222056631893
14550.581581838,14542.5603607528,0.211340206185567,0.624570446735395,0.161512027491409
37633.849914206,37610.7921044485,0.127155172413793,0.670258620689655,0.183189655172414
40243.6501955612,40218.58824407,0.112522686025408,0.357531760435572,0.499092558983666
13497.1060911371,13489.0861786989,0.0229591836734694,0.900510204081633,0.0739795918367347
52053.8100790843,52021.7294410959,0.166666666666667,0.520408163265306,0.282312925170068
20875.9700874266,20863.9389310153,0.0651877133105802,0.318430034129693,0.615017064846416
26061.1285268311,26045.0888757201,0.0725663716814159,0.623008849557522,0.295575221238938
12617.2144950789,12610.1962619535,0.201851851851852,0.796296296296296,0
15910.0689225075,15901.0454737892,0.331180811808118,0.656826568265683,0.0101476014760148
47481.3285868853,47452.2553384444,0.179063360881543,0.661157024793388,0.137741046831956
8389.23155930412,8384.2194723463,0.0251665433012583,0.714285714285714,0.260547742413027
31183.4897938933,31164.4419245443,0.0896130346232179,0.653767820773931,0.24847250509165
18574.9566667972,18563.928867377,0.149847094801223,0.805300713557594,0.0438328236493374
9946.17873348155,9940.16417614485,0.0525838621940163,0.740707162284678,0.205802357207616
31120.9788216985,31101.9310856616,0.0810234541577825,0.656716417910448,0.253731343283582
37356.2867701989,37333.2294389925,0.0968468468468468,0.594594594594595,0.283783783783784
37663.5012428635,37640.4433819837,0.125531914893617,0.685106382978723,0.172340425531915
18132.3028999139,18121.2757644451,0.02,0.770526315789474,0.204210526315789
33594.8897126667,33574.8383081744,0.266958424507659,0.557986870897155,0.144420131291028
20341.7559255615,20329.7254784948,0.173255813953488,0.795348837209302,0.027906976744186
48114.2670053339,48084.1929783273,0.203125,0.48125,0.25
36426.6458551621,36404.5897706343,0.288416075650118,0.567375886524823,0.0851063829787234
14284.3614932952,14276.3406029136,0.271893244370309,0.726438698915763,0
24645.9818520864,24630.9443015363,0.0802547770700637,0.768152866242038,0.147770700636943
38154.134567075,38131.0758602863,0.138655462184874,0.785714285714286,0.0364145658263305
37392.2665378389,37369.2091445992,0.0982142857142857,0.613839285714286,0.263392857142857
28113.304204604,28096.2614119012,0.142348754448399,0.717081850533808,0.133451957295374
52283.5646814189,52251.4837963006,0.171428571428571,0.564285714285714,0.242857142857143
46529.0365844473,46499.9649647801,0.244505494505494,0.447802197802198,0.271978021978022
43447.2416391446,43420.1747674112,0.175257731958763,0.484536082474227,0.288659793814433
30337.4208518607,30319.374160179,0.323412698412698,0.567460317460317,0.0853174603174603
17606.7530350982,17596.7268752994,0.291509433962264,0.614150943396226,0.0905660377358491
32637.6551374258,32617.6051407718,0.111340206185567,0.579381443298969,0.303092783505155
16764.0165127336,16753.9915708704,0.0445682451253482,0.871866295264624,0.0807799442896936
38170.7659759068,38147.7072404436,0.143057503506311,0.785413744740533,0.0336605890603086
21722.2869312441,21709.2543128412,0.0898587933247754,0.83183568677792,0.0770218228498075
29986.8424824564,29968.7963893989,0.31875,0.6296875,0.0421875
43481.4647839433,43454.3978538834,0.151202749140893,0.470790378006873,0.326460481099656
38212.9490247488,38189.8902165571,0.156424581005587,0.773743016759777,0.0293296089385475
18640.1807732553,18629.1528760032,0.170031880977683,0.793836344314559,0.0350690754516472
39425.7193314938,39401.6586093412,0.183157894736842,0.644210526315789,0.147368421052632
22318.5369299163,22305.5031950004,0.320232896652111,0.647743813682678,0.0218340611353712
34959.6938698032,34938.6399696019,0.355785837651123,0.469775474956822,0.0500863557858377
45221.153469032,45193.0833537715,0.126614987080103,0.565891472868217,0.268733850129199
37423.6047376845,37400.5472904141,0.0982142857142857,0.629464285714286,0.245535714285714
17663.8625485834,17653.8363062491,0.270554493307839,0.597514340344168,0.12810707456979
26469.5534497126,26453.5132161175,0.100694444444444,0.786458333333333,0.104166666666667
34788.3268918182,34767.2733039668,0.316363636363636,0.503636363636364,0.0945454545454545
17841.9151278405,17830.8884279341,0.162859980139027,0.606752730883813,0.226415094339623
37077.4352903072,37054.3784398732,0.129251700680272,0.489795918367347,0.328798185941043
13406.8947490991,13398.8749487232,0.0170731707317073,0.876422764227642,0.104065040650407
56015.5518056326,55981.4648913328,0.32967032967033,0.417582417582418,0.208791208791209
52876.9976771446,52844.9161537147,0.234113712374582,0.414715719063545,0.267558528428094
30540.085960323,30522.038922584,0.202,0.528,0.25
25037.4079505487,25022.3698003975,0.143610013175231,0.783926218708827,0.0645586297760211
40677.343656394,40652.2809177067,0.105042016806723,0.533613445378151,0.34593837535014
42933.7813322787,42907.7140794997,0.49317738791423,0.421052631578947,0.0799220272904483
40505.0623334337,40479.9999074539,0.0730593607305936,0.395738203957382,0.508371385083714
37998.5473542019,37975.4889156636,0.138728323699422,0.76878612716763,0.0621387283236994
40540.8878286282,40515.8253376216,0.0769230769230769,0.41025641025641,0.494720965309201
11896.6308449672,11889.613459567,0.0196078431372549,0.912655971479501,0.0668449197860963
8198.01345974044,8193.00158474402,0.148017621145374,0.593832599118943,0.258149779735683
21005.70069239,20992.6694158368,0.0364192382541006,0.255212677231026,0.707534056157909
12946.4638003807,12939.4451799124,0.174089068825911,0.668016194331984,0.156275303643725
33892.6836158559,33871.6316604901,0.131868131868132,0.468131868131868,0.371428571428571
22742.6155786448,22728.5811275684,0.0712166172106825,0.652818991097923,0.274480712166172
23629.4228060112,23615.3870911489,0.176136363636364,0.775568181818182,0.0454545454545455
44125.5183785591,44098.4503508402,0.179775280898876,0.595505617977528,0.196629213483146
49498.8878802424,49468.8116456355,0.333333333333333,0.430555555555556,0.125
12339.2117199924,12332.1938139213,0.0830324909747292,0.914259927797834,0.00180505415162455
26753.3526497448,26737.3120114033,0.170648464163823,0.771331058020478,0.0546075085324232
24487.1039571373,24472.0666499624,0.0383973288814691,0.681135225375626,0.275459098497496
18453.1634248231,18442.1358080847,0.128542510121457,0.799595141700405,0.069838056680162
42200.309050365,42174.2431669393,0.263858093126386,0.498891352549889,0.215077605321508
53647.6025525571,53614.5195277255,0.160714285714286,0.542857142857143,0.235714285714286
34311.1373146214,34290.0845965416,0.15018315018315,0.485347985347985,0.34981684981685
18826.842595578,18815.8144183455,0.223194748358862,0.75601750547046,0.0175054704595186
12670.424247228,12663.4059515044,0.239554317548747,0.758588672237697,0
39364.8482272792,39340.7876017436,0.162790697674419,0.618217054263566,0.189922480620155
35100.4068303576,35079.3526736794,0.347079037800687,0.448453608247423,0.0360824742268041
35230.7160581073,35209.6616639149,0.311336717428088,0.434856175972927,0.0998307952622673
20876.8843603819,20864.8532027566,0.0651877133105802,0.318430034129693,0.615017064846416
40678.4903102165,40653.427569448,0.105042016806723,0.533613445378151,0.34593837535014
52966.5032923098,52933.4213470745,0.201923076923077,0.432692307692308,0.288461538461538
8543.45692635009,8538.44466843657,0.00298284862043251,0.853094705443699,0.143922445935869
46440.732231533,46412.6607722438,0.275675675675676,0.459459459459459,0.227027027027027
46939.7068948979,46910.6345728316,0.108626198083067,0.530351437699681,0.329073482428115
32852.5952717612,32832.5449589872,0.138947368421053,0.593684210526316,0.265263157894737
16648.4229178889,16638.3981430834,0.0340264650283554,0.82703213610586,0.136105860113422
49951.5457047113,49920.4687485354,0.100671140939597,0.469798657718121,0.395973154362416
21208.6577460669,21195.6260894647,0.00468310958476428,0.178270371526694,0.81642210427724
40563.647986046,40538.5854537275,0.0793413173652695,0.417664670658683,0.483532934131737
36057.9145575331,36035.8587244443,0.201814058956916,0.594104308390023,0.18140589569161
36059.2208252461,36037.1649912665,0.201814058956916,0.594104308390023,0.18140589569161
28101.1841890601,28084.1414143078,0.143112701252236,0.713774597495528,0.135957066189624
50909.4181543277,50878.3395531625,0.3,0.52,0.13
32176.8279280701,32156.7786091707,0.166301969365427,0.557986870897155,0.25382932166302
42251.0820155496,42225.0160373335,0.325726141078838,0.460580912863071,0.190871369294606
47770.5528310425,47741.4790879205,0.264264264264264,0.60960960960961,0.0900900900900901
26922.1532711792,26906.112392099,0.227786752827141,0.731825525040388,0.0339256865912763
11675.1581400562,11668.1410152059,0.010126582278481,0.814345991561181,0.174683544303797
46527.6839157855,46498.6122984319,0.244505494505494,0.447802197802198,0.271978021978022
12846.6333641873,12839.6148611638,0.221845893310754,0.66723116003387,0.109229466553768
49484.0311815476,49453.9549706278,0.321917808219178,0.445205479452055,0.123287671232877
40281.7425459492,40256.6805253167,0.0991452991452991,0.35042735042735,0.51965811965812
38278.4897256564,38255.4308044649,0.17910447761194,0.743554952510176,0.0312075983717775
41652.6013868701,41627.5368779947,0.211699164345404,0.515320334261838,0.217270194986072
51074.0019029186,51042.9230191077,0.280821917808219,0.561643835616438,0.116438356164384
34457.0104128191,34435.957428857,0.194192377495463,0.515426497277677,0.270417422867514
46134.2404710192,46106.1693494972,0.277777777777778,0.587719298245614,0.108187134502924
48956.1496166971,48926.0742474167,0.150306748466258,0.595092024539877,0.223926380368098
28788.5524228939,28771.5086301062,0.255489021956088,0.602794411177645,0.125748502994012
47479.3585861711,47450.2853410996,0.179063360881543,0.661157024793388,0.137741046831956
35895.2195442557,35873.1638221091,0.271153846153846,0.511538461538461,0.2
22574.1469349474,22560.1127239551,0.197657393850659,0.609077598828697,0.187408491947291
12990.2191434215,12982.1998606478,0.156175298804781,0.67808764940239,0.164940239043825
22805.4241174424,22791.3895768578,0.0205278592375367,0.687683284457478,0.290322580645161
34275.5896930118,34254.5370397246,0.141560798548094,0.490018148820327,0.357531760435572
35099.4772074394,35078.4230524556,0.347079037800687,0.448453608247423,0.0360824742268041
19732.4159652142,19720.3863272461,0.0213836477987421,0.754716981132076,0.222641509433962
21118.2803795826,21105.2488922174,0.0180944303081708,0.229007633587786,0.752332485156913
46729.5019889789,46700.4300264413,0.134110787172012,0.451895043731778,0.381924198250729
47988.6321474513,47959.5580313325,0.253968253968254,0.526984126984127,0.165079365079365
37076.0939741267,37053.0371260053,0.129251700680272,0.489795918367347,0.328798185941043
55362.8723729683,55328.7866373584,0.187739463601533,0.521072796934866,0.203065134099617
50239.5150507124,50208.4375999962,0.0977198697068404,0.57328990228013,0.280130293159609
41615.4814202896,41590.4169787906,0.233333333333333,0.516666666666667,0.2
46358.8356139377,46330.7642449021,0.305555555555556,0.494444444444444,0.158333333333333
35461.8186889216,35439.7632623123,0.341678939617084,0.385861561119293,0.192930780559647
24417.5663176006,24402.529116946,0.0363951473136915,0.636048526863085,0.320623916811092
41356.2078725838,41331.1439016916,0.237196765498652,0.571428571428571,0.137466307277628
32191.6573196111,32171.6079789016,0.165562913907285,0.556291390728477,0.2560706401766
43602.137555603,43575.0704198808,0.0846905537459283,0.504885993485342,0.368078175895765
13471.5948537065,13463.5749729589,0.0209380234505863,0.891122278056951,0.085427135678392
49615.4626453174,49585.386224847,0.264900662251656,0.440397350993377,0.201986754966887
48422.3839955011,48392.3094772415,0.089041095890411,0.496575342465753,0.35958904109589
51634.5855763048,51602.5053892449,0.321016166281755,0.364896073903002,0.272517321016166
34890.4779590918,34869.4241850501,0.348561759729272,0.478849407783418,0.0710659898477157
23973.0980209016,23959.0618162689,0.29037037037037,0.632592592592593,0.0622222222222222
10907.8408918166,10901.8251755606,0.100425079702444,0.899043570669501,0
35607.2959908616,35585.2404650509,0.322033898305085,0.403697996918336,0.2557781201849
50423.911864773,50392.8340973854,0.135761589403974,0.589403973509934,0.228476821192053
33299.7590162687,33279.7080458354,0.245202558635394,0.669509594882729,0.0682302771855011
20300.9062414639,20288.8758486385,0.153757225433526,0.801156069364162,0.0416184971098266
21645.1910974035,21632.1586233671,0.0612745098039216,0.844362745098039,0.0906862745098039
39486.0365350494,39461.975717159,0.199124726477024,0.652078774617068,0.12472647702407
10155.7601834551,10149.7453735474,0.0110262934690416,0.897370653095844,0.0916030534351145
27855.8001612171,27838.7577498939,0.108818011257036,0.651031894934334,0.230769230769231
26226.7829351898,26210.7430478272,0.0765217391304348,0.714782608695652,0.201739130434783
55101.8112399462,55067.7259757931,0.167300380228137,0.501901140684411,0.285171102661597
36712.2308951823,36690.1746159133,0.326139088729017,0.513189448441247,0.0599520383693046
46561.0106862368,46531.939011882,0.241935483870968,0.43010752688172,0.293010752688172
19627.1496908079,19615.1201926153,0.0122549019607843,0.699754901960784,0.286764705882353
37084.7969535657,37061.7400904393,0.129251700680272,0.489795918367347,0.328798185941043
11005.6788213545,10999.662987192,0.143449911084766,0.854771784232365,0
29457.9677200557,29439.9225300692,0.0785046728971963,0.706542056074766,0.207476635514019
23863.9050495862,23849.8690005641,0.282234957020057,0.684813753581662,0.0214899713467049
13217.4375438546,13209.417978826,0.00872323552735924,0.782712133227597,0.208564631245044
33949.5788868608,33928.5268277922,0.112704918032787,0.459016393442623,0.403688524590164
26131.9645886482,26115.9248365128,0.0723327305605787,0.674502712477396,0.242314647377939
38857.7059463882,38833.6461258085,0.263843648208469,0.333876221498371,0.372964169381107
9781.43876711763,9775.42440831253,0.17011701170117,0.658865886588659,0.17011701170117
47507.2820753385,47478.2087825075,0.193460490463215,0.659400544959128,0.125340599455041
19067.8707782095,19056.8422394507,0.291759465478842,0.700445434298441,0.00334075723830735
20913.4201040814,20901.388897943,0.0560806553245117,0.292690611216131,0.650283553875236
45145.7499278607,45117.6798956982,0.118863049095607,0.534883720930233,0.291989664082687
44897.4397746513,44870.3704313487,0.244845360824742,0.47680412371134,0.221649484536082
16619.0400472407,16609.0153148997,0.0319548872180451,0.81015037593985,0.154135338345865
51713.6161281726,51681.5358561054,0.322429906542056,0.376168224299065,0.264018691588785
42330.395656271,42304.3295299806,0.335378323108384,0.482617586912065,0.159509202453988
21254.9250274176,21241.8932841773,0.00509857239972808,0.210740992522094,0.783480625424881
55808.5048715163,55774.4183311277,0.32398753894081,0.504672897196262,0.118380062305296
51418.0018005443,51385.9218464474,0.353510895883777,0.37772397094431,0.227602905569007
40715.4557830266,40690.3929751621,0.11849710982659,0.585260115606936,0.280346820809249
32154.2258532512,32134.1765675935,0.175054704595186,0.562363238512035,0.238512035010941
40343.9602800529,40318.8981464891,0.0845771144278607,0.33665008291874,0.545605306799337
22221.313237412,22208.2796845532,0.274709302325581,0.703488372093023,0.0130813953488372
