QEHF2_3821_VG_PSMs	IFN:129N,129C,130N,130C:	Untreated:127N,127C,128N,128C:
QEHF2_4114_VG_PSMs	IFN:129N,129C,130N,130C:	Untreated:127N,127C,128N,128C:
